camisole,calzone,Fashion,0,Food,0,Different
camisole,loincloth,Fashion,0,Fashion,1,Same
camisole,nougat,Fashion,0,Food,1,Different
camisole,waistcoat,Fashion,0,Fashion,2,Same
camisole,paella,Fashion,0,Food,2,Different
camisole,beret,Fashion,0,Fashion,3,Same
camisole,guacamole,Fashion,0,Food,3,Different
camisole,locket,Fashion,0,Fashion,4,Same
camisole,meatloaf,Fashion,0,Food,4,Different
camisole,blouse,Fashion,0,Fashion,5,Same
camisole,oatmeal,Fashion,0,Food,5,Different
camisole,gown,Fashion,0,Fashion,6,Same
camisole,ginger,Fashion,0,Food,6,Different
camisole,crown,Fashion,0,Fashion,7,Same
camisole,rice,Fashion,0,Food,7,Different
camisole,jacket,Fashion,0,Fashion,8,Same
camisole,cake,Fashion,0,Food,8,Different
camisole,hat,Fashion,0,Fashion,9,Same
camisole,beer,Fashion,0,Food,9,Different
calzone,loincloth,Food,0,Fashion,1,Different
calzone,nougat,Food,0,Food,1,Same
calzone,waistcoat,Food,0,Fashion,2,Different
calzone,paella,Food,0,Food,2,Same
calzone,beret,Food,0,Fashion,3,Different
calzone,guacamole,Food,0,Food,3,Same
calzone,locket,Food,0,Fashion,4,Different
calzone,meatloaf,Food,0,Food,4,Same
calzone,blouse,Food,0,Fashion,5,Different
calzone,oatmeal,Food,0,Food,5,Same
calzone,gown,Food,0,Fashion,6,Different
calzone,ginger,Food,0,Food,6,Same
calzone,crown,Food,0,Fashion,7,Different
calzone,rice,Food,0,Food,7,Same
calzone,jacket,Food,0,Fashion,8,Different
calzone,cake,Food,0,Food,8,Same
calzone,hat,Food,0,Fashion,9,Different
calzone,beer,Food,0,Food,9,Same
loincloth,nougat,Fashion,1,Food,1,Different
loincloth,waistcoat,Fashion,1,Fashion,2,Same
loincloth,paella,Fashion,1,Food,2,Different
loincloth,beret,Fashion,1,Fashion,3,Same
loincloth,guacamole,Fashion,1,Food,3,Different
loincloth,locket,Fashion,1,Fashion,4,Same
loincloth,meatloaf,Fashion,1,Food,4,Different
loincloth,blouse,Fashion,1,Fashion,5,Same
loincloth,oatmeal,Fashion,1,Food,5,Different
loincloth,gown,Fashion,1,Fashion,6,Same
loincloth,ginger,Fashion,1,Food,6,Different
loincloth,crown,Fashion,1,Fashion,7,Same
loincloth,rice,Fashion,1,Food,7,Different
loincloth,jacket,Fashion,1,Fashion,8,Same
loincloth,cake,Fashion,1,Food,8,Different
loincloth,hat,Fashion,1,Fashion,9,Same
loincloth,beer,Fashion,1,Food,9,Different
nougat,waistcoat,Food,1,Fashion,2,Different
nougat,paella,Food,1,Food,2,Same
nougat,beret,Food,1,Fashion,3,Different
nougat,guacamole,Food,1,Food,3,Same
nougat,locket,Food,1,Fashion,4,Different
nougat,meatloaf,Food,1,Food,4,Same
nougat,blouse,Food,1,Fashion,5,Different
nougat,oatmeal,Food,1,Food,5,Same
nougat,gown,Food,1,Fashion,6,Different
nougat,ginger,Food,1,Food,6,Same
nougat,crown,Food,1,Fashion,7,Different
nougat,rice,Food,1,Food,7,Same
nougat,jacket,Food,1,Fashion,8,Different
nougat,cake,Food,1,Food,8,Same
nougat,hat,Food,1,Fashion,9,Different
nougat,beer,Food,1,Food,9,Same
waistcoat,paella,Fashion,2,Food,2,Different
waistcoat,beret,Fashion,2,Fashion,3,Same
waistcoat,guacamole,Fashion,2,Food,3,Different
waistcoat,locket,Fashion,2,Fashion,4,Same
waistcoat,meatloaf,Fashion,2,Food,4,Different
waistcoat,blouse,Fashion,2,Fashion,5,Same
waistcoat,oatmeal,Fashion,2,Food,5,Different
waistcoat,gown,Fashion,2,Fashion,6,Same
waistcoat,ginger,Fashion,2,Food,6,Different
waistcoat,crown,Fashion,2,Fashion,7,Same
waistcoat,rice,Fashion,2,Food,7,Different
waistcoat,jacket,Fashion,2,Fashion,8,Same
